10000; 0.297
20000; 0.578
30000; 1.312
40000; 2.456
50000; 3.712
60000; 6.829
70000; 7.922
80000; 9.342
90000; 11.753
100000; 14.486
10000; 0.234
20000; 0.578
30000; 1.308
40000; 2.312
50000; 3.608
60000; 5.195
70000; 7.079
80000; 9.252
90000; 11.692
100000; 14.660
10000; 0.141
20000; 0.615
30000; 1.297
40000; 2.312
50000; 3.609
60000; 5.186
70000; 7.157
80000; 9.265
90000; 11.705
100000; 15.077
