10000; 0.093
20000; 0.301
30000; 0.656
40000; 1.203
50000; 1.800
60000; 2.916
70000; 3.662
80000; 4.707
90000; 5.890
100000; 7.239
10000; 0.110
20000; 0.297
30000; 0.657
40000; 1.189
50000; 1.810
60000; 2.593
70000; 3.533
80000; 4.625
90000; 5.859
100000; 7.218
